bs71-rc00.d
  1.00000E-01  4.74015E+03  4.63749E+03  2.20546E+03  2.12538E+03
  1.12202E-01  4.08519E+03  4.03692E+03  1.97389E+03  1.89220E+03
  1.25893E-01  3.51302E+03  3.49658E+03  1.74741E+03  1.66791E+03
  1.41254E-01  3.01373E+03  3.01388E+03  1.53150E+03  1.45677E+03
  1.58489E-01  2.57862E+03  2.58561E+03  1.33012E+03  1.26169E+03
  1.77828E-01  2.20009E+03  2.20811E+03  1.14582E+03  1.08440E+03
  1.99526E-01  1.87140E+03  1.87742E+03  9.79945E+02  9.25623E+02
  2.23872E-01  1.58662E+03  1.58946E+03  8.32809E+02  7.85271E+02
  2.51189E-01  1.34050E+03  1.34015E+03  7.03964E+02  6.62641E+02
  2.81838E-01  1.12838E+03  1.12548E+03  5.92407E+02  5.56599E+02
  3.16228E-01  9.46112E+02  9.41588E+02  4.96771E+02  4.65742E+02
  3.54813E-01  7.89986E+02  7.84776E+02  4.15381E+02  3.88435E+02
  3.98107E-01  6.56608E+02  6.51356E+02  3.46195E+02  3.22771E+02
  4.46684E-01  5.43007E+02  5.38092E+02  2.87406E+02  2.67058E+02
  5.01187E-01  4.46602E+02  4.42223E+02  2.37512E+02  2.19879E+02
  5.62341E-01  3.65135E+02  3.61369E+02  1.95256E+02  1.80037E+02
  6.30957E-01  2.96626E+02  2.93471E+02  1.59577E+02  1.46512E+02
  7.07946E-01  2.39325E+02  2.36736E+02  1.29568E+02  1.18426E+02
  7.94328E-01  1.91688E+02  1.89594E+02  1.04449E+02  9.50205E+01
  8.91251E-01  1.52347E+02  1.50671E+02  8.35411E+01  7.56339E+01
  1.00000E+00  1.20089E+02  1.18756E+02  6.62529E+01  5.96866E+01
  1.12202E+00  9.38620E+01  9.28039E+01  5.20741E+01  4.66788E+01
  1.25893E+00  7.27758E+01  7.19402E+01  4.05797E+01  3.61927E+01
  1.41254E+00  5.60107E+01  5.53556E+01  3.13700E+01  2.78386E+01
  1.58489E+00  4.28170E+01  4.23085E+01  2.40706E+01  2.12551E+01
  1.77828E+00  3.25310E+01  3.21412E+01  1.83431E+01  1.61189E+01
  1.99526E+00  2.45804E+01  2.42860E+01  1.38905E+01  1.21488E+01
  2.23872E+00  1.84828E+01  1.82642E+01  1.04586E+01  9.10572E+00
  2.51189E+00  1.38391E+01  1.36801E+01  7.83408E+00  6.79127E+00
  2.81838E+00  1.03248E+01  1.02121E+01  5.84124E+00  5.04320E+00
  3.16228E+00  7.68015E+00  7.60262E+00  4.33784E+00  3.73119E+00
  3.54813E+00  5.69894E+00  5.64770E+00  3.20995E+00  2.75164E+00
  3.98107E+00  4.21881E+00  4.18626E+00  2.36705E+00  2.02289E+00
  4.46684E+00  3.11561E+00  3.09567E+00  1.73936E+00  1.48242E+00
  5.01187E+00  2.29530E+00  2.28342E+00  1.27359E+00  1.08286E+00
  5.62341E+00  1.68681E+00  1.67976E+00  9.29208E-01  7.88433E-01
  6.30957E+00  1.23654E+00  1.23216E+00  6.75502E-01  5.72173E-01
  7.07946E+00  9.04168E-01  9.01102E-01  4.89279E-01  4.13853E-01
  7.94328E+00  6.59444E-01  6.56893E-01  3.53092E-01  2.98336E-01
  8.91251E+00  4.79710E-01  4.77262E-01  2.53868E-01  2.14333E-01
  1.00000E+01  3.48047E-01  3.45534E-01  1.81846E-01  1.53455E-01
  1.12202E+01  2.51863E-01  2.49270E-01  1.29771E-01  1.09492E-01
  1.25893E+01  1.81828E-01  1.79250E-01  9.22821E-02  7.78655E-02
  1.41254E+01  1.30993E-01  1.28551E-01  6.54071E-02  5.52001E-02
  1.58489E+01  9.42013E-02  9.19875E-02  4.62173E-02  3.90154E-02
  1.77828E+01  6.76406E-02  6.57104E-02  3.25658E-02  2.74982E-02
  1.99526E+01  4.85094E-02  4.68818E-02  2.28875E-02  1.93292E-02
  2.23872E+01  3.47566E-02  3.34235E-02  1.60479E-02  1.35529E-02
