cz00-00.nflx
  1.00000E-01  1.28813E+04  1.30892E+04  5.55894E+03  5.37501E+03
  1.12202E-01  1.07531E+04  1.08758E+04  4.66129E+03  4.55448E+03
  1.25893E-01  8.79990E+03  8.84308E+03  3.88498E+03  3.82824E+03
  1.41254E-01  7.08693E+03  7.08386E+03  3.22431E+03  3.18508E+03
  1.58489E-01  5.63827E+03  5.62849E+03  2.66960E+03  2.61737E+03
  1.77828E-01  4.44847E+03  4.46581E+03  2.20910E+03  2.11979E+03
  1.99526E-01  3.49300E+03  3.55571E+03  1.82871E+03  1.69054E+03
  2.23872E-01  2.73635E+03  2.83394E+03  1.51023E+03  1.33330E+03
  2.51189E-01  2.14323E+03  2.25120E+03  1.23974E+03  1.04576E+03
  2.81838E-01  1.68200E+03  1.77467E+03  1.00790E+03  8.20275E+02
  3.16228E-01  1.32552E+03  1.38235E+03  8.08580E+02  6.47058E+02
  3.54813E-01  1.05025E+03  1.06134E+03  6.38636E+02  5.15212E+02
  3.98107E-01  8.34725E+02  8.07239E+02  4.98188E+02  4.12480E+02
  4.46684E-01  6.63337E+02  6.12431E+02  3.85586E+02  3.30130E+02
  5.01187E-01  5.25373E+02  4.66674E+02  2.97451E+02  2.62618E+02
  5.62341E-01  4.13376E+02  3.59636E+02  2.29749E+02  2.06449E+02
  6.30957E-01  3.22606E+02  2.81690E+02  1.78344E+02  1.59837E+02
  7.07946E-01  2.50943E+02  2.23658E+02  1.39196E+02  1.22628E+02
  7.94328E-01  1.95831E+02  1.79191E+02  1.09193E+02  9.40262E+01
  8.91251E-01  1.54321E+02  1.44206E+02  8.60615E+01  7.26714E+01
  1.00000E+00  1.23603E+02  1.16038E+02  6.81248E+01  5.71003E+01
  1.12202E+00  1.00977E+02  9.29905E+01  5.41191E+01  4.58497E+01
  1.25893E+00  8.34226E+01  7.40952E+01  4.30435E+01  3.73221E+01
  1.41254E+00  6.88963E+01  5.86408E+01  3.41795E+01  3.04504E+01
  1.58489E+00  5.62257E+01  4.60484E+01  2.70216E+01  2.46197E+01
