KAM00
 7.943E-01  151.10  150.97   83.44   71.46   248.13   245.38   137.36   119.89  .521  .989  .873    
 8.913E-01  129.81  129.77   71.62   61.09   194.27   194.69   108.10    95.24  .523 1.002  .881    
 1.000E+00  111.13  110.98   61.22   51.89   151.74   153.02    84.46    75.09  .524 1.008  .889    
 1.122E+00   94.77   94.49   52.13   43.78   118.31   119.17    65.60    58.79  .524 1.007  .896    
 1.259E+00   80.48   80.14   44.23   36.68    91.98    92.05    50.75    45.63  .524 1.001  .899    
 1.413E+00   68.06   67.74   37.36   30.54    70.99    70.59    39.46    34.84  .525  .994  .883    
 1.585E+00   57.34   57.11   31.35   25.33    54.41    53.79    30.79    26.20  .527  .989  .851    
 1.778E+00   48.15   48.04   26.09   20.95    41.43    40.85    23.99    19.49  .528  .986  .813    
 1.995E+00   40.31   40.29   21.53   17.30    31.38    31.25    18.38    14.50  .525  .996  .789    
 2.239E+00   33.68   33.62   17.63   14.25    23.64    24.07    13.86    10.80  .517 1.018  .779    
 2.512E+00   28.08   27.84   14.37   11.70    17.77    18.53    10.29     8.04  .505 1.043  .782    
 2.818E+00   23.34   22.89   11.67    9.58    13.45    13.99     7.49     5.96  .490 1.040  .796    
 3.162E+00   19.30   18.74    9.48    7.81    10.25    10.36     5.37     4.41  .474 1.011  .821    
 3.548E+00   15.84   15.32    7.73    6.35     7.81     7.57     3.82     3.25  .459  .970  .850    
 3.981E+00   12.92   12.51    6.32    5.14     5.80     5.55     2.78     2.40  .456  .956  .863    
 4.467E+00   10.51   10.20    5.16    4.14     4.22     4.08     2.08     1.78  .464  .968  .855    
 5.012E+00    8.56    8.29    4.17    3.31     3.02     3.00     1.57     1.30  .477  .994  .830    
 5.623E+00    6.99    6.72    3.34    2.64     2.19     2.17     1.16      .90  .472  .988  .773    
 6.310E+00    5.69    5.46    2.66    2.14     1.62     1.54      .84      .58  .450  .951  .690    
 7.079E+00    4.62    4.47    2.12    1.79     1.19     1.08      .60      .37  .425  .908  .613    
KAM03
 1.995E-03 1811.07 1815.81  942.57  874.88  1259.11   887.08   352.80   213.00  .264  .705  .604    
 2.239E-03 1810.75 1815.58  942.48  874.82  1330.10  1040.47   374.71   267.11  .271  .782  .713    
 2.512E-03 1810.37 1815.26  942.37  874.73  1429.26  1309.68   377.05   347.02  .264  .916  .920    
 2.818E-03 1809.93 1814.83  942.25  874.62  1478.69  1475.18   436.62   430.52  .294  .998  .986    
 3.162E-03 1809.42 1814.31  942.08  874.45  1479.80  1533.91   544.79   511.50  .350 1.037  .939    
 3.548E-03 1808.85 1813.71  941.85  874.24  1468.08  1533.14   677.21   590.15  .422 1.044  .871    
 3.981E-03 1808.20 1813.04  941.53  873.97  1570.44  1595.01   790.28   678.81  .464 1.016  .859    
 4.467E-03 1807.39 1812.24  941.12  873.61  1766.45  1712.84   880.23   772.91  .475  .970  .878    
 5.012E-03 1806.36 1811.26  940.62  873.16  1999.58  1861.92   967.35   880.29  .478  .931  .910    
 5.623E-03 1805.09 1810.08  939.98  872.57  2140.77  2014.54  1142.76  1064.88  .531  .941  .932    
 6.310E-03 1803.59 1808.64  939.11  871.76  2193.43  2160.14  1387.01  1307.05  .619  .985  .942    
 7.079E-03 1801.90 1806.92  937.93  870.65  2229.57  2316.02  1663.87  1577.08  .713 1.039  .948    
 7.943E-03 1799.86 1804.81  936.38  869.17  2520.47  2593.95  1921.63  1841.28  .736 1.029  .958    
 8.913E-03 1797.19 1802.12  934.40  867.26  3017.44  2962.92  2149.61  2087.28  .708  .982  .971    
 1.000E-02 1793.57 1798.67  931.95  864.86  3624.34  3389.59  2364.23  2322.09  .668  .935  .982    
 1.122E-02 1788.78 1794.22  928.89  861.86  4210.84  3894.21  2658.75  2609.09  .650  .925  .981    
 1.259E-02 1782.64 1788.51  925.01  858.06  4744.47  4437.57  3008.61  2928.08  .647  .935  .973    
 1.413E-02 1774.96 1781.26  920.10  853.31  5258.53  5008.79  3380.41  3256.59  .646  .953  .963    
