SOLMAX              COS =     1.00                      COS =    -1.00
   0.05 6.35E-03 5.45E-03 1.29E-02 1.27E-02 6.99E-03 5.86E-03 1.37E-02 1.36E-02
   0.15 4.65E-03 3.94E-03 9.43E-03 9.37E-03 4.95E-03 4.11E-03 9.79E-03 9.80E-03
   0.25 3.21E-03 2.79E-03 6.81E-03 6.61E-03 3.36E-03 2.85E-03 6.93E-03 6.75E-03
   0.35 2.22E-03 1.90E-03 4.81E-03 4.44E-03 2.27E-03 1.92E-03 4.83E-03 4.49E-03
   0.45 1.43E-03 1.17E-03 3.27E-03 3.14E-03 1.44E-03 1.18E-03 3.26E-03 3.15E-03
   0.55 9.04E-04 7.49E-04 2.19E-03 2.07E-03 9.03E-04 7.50E-04 2.18E-03 2.07E-03
   0.65 5.80E-04 4.50E-04 1.44E-03 1.35E-03 5.77E-04 4.48E-04 1.43E-03 1.35E-03
   0.75 3.51E-04 2.80E-04 9.71E-04 8.93E-04 3.49E-04 2.79E-04 9.69E-04 8.90E-04
   0.85 2.03E-04 1.61E-04 6.08E-04 5.45E-04 2.03E-04 1.60E-04 6.07E-04 5.45E-04
   0.95 1.26E-04 9.18E-05 4.14E-04 3.43E-04 1.25E-04 9.16E-05 4.14E-04 3.43E-04
                    COS =     0.25                      COS =    -0.25
  -1.25 1.74E-02 1.67E-02 3.50E-02 3.48E-02 3.75E-02 3.25E-02 7.38E-02 7.36E-02
  -1.15 1.85E-02 1.79E-02 3.74E-02 3.74E-02 3.82E-02 3.33E-02 7.48E-02 7.44E-02
  -1.05 2.00E-02 1.92E-02 4.01E-02 4.02E-02 3.91E-02 3.37E-02 7.57E-02 7.53E-02
  -0.95 2.07E-02 2.02E-02 4.19E-02 4.19E-02 3.81E-02 3.32E-02 7.36E-02 7.36E-02
  -0.85 2.13E-02 2.06E-02 4.27E-02 4.27E-02 3.64E-02 3.17E-02 6.86E-02 6.83E-02
  -0.75 2.12E-02 2.04E-02 4.21E-02 4.20E-02 3.33E-02 2.94E-02 6.22E-02 6.22E-02
  -0.65 2.04E-02 1.93E-02 4.06E-02 4.09E-02 2.96E-02 2.60E-02 5.56E-02 5.61E-02
  -0.55 1.92E-02 1.82E-02 3.80E-02 3.82E-02 2.59E-02 2.29E-02 4.86E-02 4.91E-02
